SMILES,title,"i_i_glide_lignum","docking_status","r_glide_cpu_time","r_i_docking_score","s_i_glide_gridfile","r_i_glide_gscore","r_i_glide_lipo","r_i_glide_hbond","r_i_glide_metal","r_i_glide_rewards","r_i_glide_evdw","r_i_glide_ecoul","r_i_glide_erotb","r_i_glide_esite","r_i_glide_emodel","r_i_glide_energy","r_i_glide_einternal"
[H]/N=C1\N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@H]2CS1,"ligprep_1.sdf:65",211,Done,4.297,-1.98913,"glide-grid_1",-4.42653,-1.2788,-0.16,-0,-0.878391,-32.1763,-5.9287,0.511858,-0.123074,-47.614,-38.105,2.42609
[H]/N=C1/N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@H]2CS1,"ligprep_1.sdf:65",212,Done,4.469,-1.87539,"glide-grid_1",-4.31279,-0.542241,-0.409332,-0,-0.878659,-28.027,-9.65449,0.511858,-0.144895,-44.245,-37.6815,6.55408
N#CC(CCN1CCC(C(N)=O)([NH+]2CCCCC2)CC1)(c1ccccc1)c1ccccc1,"ligprep_1.sdf:67",213,Done,5.75,-4.10879,"glide-grid_1",-4.21959,-0.60463,-0.395429,-0,-0.996411,-19.4838,-9.72924,0.448499,-0.238045,-40.1625,-29.213,3.13598
N#CC(CC[NH+]1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,"ligprep_1.sdf:67",214,Done,7.297,-2.96298,"glide-grid_1",-4.48118,-1.13478,-0.41521,-0,-0.691411,-26.1396,-9.74621,0.640713,-0.111574,-45.0884,-35.8858,8.86023
N#CC(CC[NH+]1CCC(C(N)=O)([NH+]2CCCCC2)CC1)(c1ccccc1)c1ccccc1,"ligprep_1.sdf:67",215,Done,7.687,-2.89608,"glide-grid_1",-4.52298,-1.038,-0.0678372,-0,-0.909539,-23.6427,-12.3974,0.638011,-0.103865,-50.4679,-36.0401,3.20902
N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,"ligprep_1.sdf:67",216,Done,6.891,-2.37548,"glide-grid_1",-4.46848,-1.80302,-0.32,-0,-0.480438,-34.3556,-5.13398,0.643433,-0.0205874,-47.6945,-39.4896,5.19892
N#CC(CCN1CCC(C(N)=O)([NH+]2CCCCC2)CC1)(c1ccccc1)c1ccccc1,"ligprep_1.sdf:67",217,Done,5.844,-4.10879,"glide-grid_1",-4.21959,-0.60463,-0.395429,-0,-0.996411,-19.4838,-9.72924,0.448499,-0.238045,-40.1625,-29.213,3.13598
N#CC(CC[NH+]1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,"ligprep_1.sdf:67",218,Done,7.219,-2.96298,"glide-grid_1",-4.48118,-1.13478,-0.41521,-0,-0.691411,-26.1396,-9.74621,0.640713,-0.111574,-45.0884,-35.8858,8.86023
N#CC(CC[NH+]1CCC(C(N)=O)([NH+]2CCCCC2)CC1)(c1ccccc1)c1ccccc1,"ligprep_1.sdf:67",219,Done,7.312,-2.89608,"glide-grid_1",-4.52298,-1.038,-0.0678372,-0,-0.909539,-23.6427,-12.3974,0.638011,-0.103865,-50.4679,-36.0401,3.20902
N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,"ligprep_1.sdf:67",220,Done,6.547,-2.37548,"glide-grid_1",-4.46848,-1.80302,-0.32,-0,-0.480438,-34.3556,-5.13398,0.643433,-0.0205874,-47.6945,-39.4896,5.19892
N#CC(CCN1CCC(C(N)=O)([NH+]2CCCCC2)CC1)(c1ccccc1)c1ccccc1,"ligprep_1.sdf:67",221,Done,5.141,-4.10879,"glide-grid_1",-4.21959,-0.60463,-0.395429,-0,-0.996411,-19.4838,-9.72924,0.448499,-0.238045,-40.1625,-29.213,3.13598
N#CC(CC[NH+]1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,"ligprep_1.sdf:67",222,Done,7.25,-2.96298,"glide-grid_1",-4.48118,-1.13478,-0.41521,-0,-0.691411,-26.1396,-9.74621,0.640713,-0.111574,-45.0884,-35.8858,8.86023
N#CC(CC[NH+]1CCC(C(N)=O)([NH+]2CCCCC2)CC1)(c1ccccc1)c1ccccc1,"ligprep_1.sdf:67",223,Done,7.562,-2.89608,"glide-grid_1",-4.52298,-1.038,-0.0678372,-0,-0.909539,-23.6427,-12.3974,0.638011,-0.103865,-50.4679,-36.0401,3.20902
N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,"ligprep_1.sdf:67",224,Done,6.829,-2.37548,"glide-grid_1",-4.46848,-1.80302,-0.32,-0,-0.480438,-34.3556,-5.13398,0.643433,-0.0205874,-47.6945,-39.4896,5.19892
N#CC(CCN1CCC(C(N)=O)([NH+]2CCCCC2)CC1)(c1ccccc1)c1ccccc1,"ligprep_1.sdf:67",225,Done,5.609,-4.10879,"glide-grid_1",-4.21959,-0.60463,-0.395429,-0,-0.996411,-19.4838,-9.72924,0.448499,-0.238045,-40.1625,-29.213,3.13598
N#CC(CC[NH+]1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,"ligprep_1.sdf:67",226,Done,7.297,-2.96298,"glide-grid_1",-4.48118,-1.13478,-0.41521,-0,-0.691411,-26.1396,-9.74621,0.640713,-0.111574,-45.0884,-35.8858,8.86023
N#CC(CC[NH+]1CCC(C(N)=O)([NH+]2CCCCC2)CC1)(c1ccccc1)c1ccccc1,"ligprep_1.sdf:67",227,Done,7.39,-2.89608,"glide-grid_1",-4.52298,-1.038,-0.0678372,-0,-0.909539,-23.6427,-12.3974,0.638011,-0.103865,-50.4679,-36.0401,3.20902
N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,"ligprep_1.sdf:67",228,Done,7.313,-2.37548,"glide-grid_1",-4.46848,-1.80302,-0.32,-0,-0.480438,-34.3556,-5.13398,0.643433,-0.0205874,-47.6945,-39.4896,5.19892
COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)cco3)c2c1,"ligprep_1.sdf:72",229,Done,2.859,-3.9295,"glide-grid_1",-3.9295,-1.05755,0,-0,-1.27964,-32.7494,-4.14981,0.761013,-0.0933787,-43.2753,-36.8992,5.40355
CN1C(N)=N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,"ligprep_1.sdf:73",230,Done,1.25,-3.90858,"glide-grid_1",-3.93778,-0.696459,-0.12043,-0,-0.716528,-31.2201,-7.76836,0.469891,-0.147991,-46.113,-38.9884,4.45378
CN1C(N)=[NH+][C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,"ligprep_1.sdf:73",231,Done,1.516,-3.03968,"glide-grid_1",-4.86058,-0.977741,-0.420678,-0,-1.39111,-23.1556,-6.8276,0.327468,-0.216599,-44.4013,-29.9832,2.1795
CN1C(N)=N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,"ligprep_1.sdf:73",232,Done,1.297,-3.90858,"glide-grid_1",-3.93778,-0.696459,-0.12043,-0,-0.716528,-31.2201,-7.76836,0.469891,-0.147991,-46.113,-38.9884,4.45378
CN1C(N)=[NH+][C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,"ligprep_1.sdf:73",233,Done,1.312,-3.03968,"glide-grid_1",-4.86058,-0.977741,-0.420678,-0,-1.39111,-23.1556,-6.8276,0.327468,-0.216599,-44.4013,-29.9832,2.1795
Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](C[NH3+])Cc2ccc(F)c(F)c2)oc1Cl,"ligprep_1.sdf:83",234,Done,6.063,-5.82506,"glide-grid_1",-5.82796,-1.12562,-0.2,-0,-0.832657,-35.9334,-15.0076,0.536939,-0.15881,-77.5573,-50.941,2.01417
O=C(N[C@H]1C[N@H+]2CC[C@@H]1CC2)c1cc2cccc(Cl)c2s1,"ligprep_1.sdf:89",235,Done,0.984,-4.15066,"glide-grid_1",-4.15146,-0.817366,-0.0323421,-0,-1.43969,-24.6234,-6.9592,0.54136,-0.128369,-44.1482,-31.5826,0.347597
OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,"ligprep_1.sdf:90",236,Done,4.235,-3.72629,"glide-grid_1",-3.72629,-0.71065,0,-0,-0.717467,-27.7366,-9.27782,0.480328,0,-44.6728,-37.0144,4.9521
Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](C[NH3+])Cc2cccc(F)c2)sc1Cl,"ligprep_1.sdf:91",237,Done,7.671,-5.13451,"glide-grid_1",-5.13851,-0.554932,-0.36,-0,-1.02161,-27.1366,-14.5179,0.541314,-0.208772,-54.9871,-41.6544,12.9762
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,"ligprep_1.sdf:95",238,Done,2.047,-4.63316,"glide-grid_1",-4.63316,-0.622394,-0.571751,-0,-1.36417,-25.583,-7.2964,0.370017,-0.0712504,-39.7457,-32.8794,6.45774
COc1ccc(F)cc1C[C@@](O)(C1CCOCC1)[C@@H]1CNCCO1,"ligprep_1.sdf:96",240,Done,3.375,-1.8286,"glide-grid_1",-4.0271,-1.05212,-0.0912193,-0,-1.11489,-26.1598,-7.45336,0.657128,0,-37.2846,-33.6132,11.0422
COc1ccc(F)cc1C[C@@](O)(C1CCOCC1)[C@@H]1CNCCO1,"ligprep_1.sdf:96",242,Done,2.578,-1.8286,"glide-grid_1",-4.0271,-1.05212,-0.0912193,-0,-1.11489,-26.1598,-7.45336,0.657128,0,-37.2846,-33.6132,11.0422
CC(=O)c1cc2cccc(OC[C@H](O)C[NH2+]C(C)C)c2o1,"ligprep_1.sdf:99",243,Done,7.563,-4.49057,"glide-grid_1",-4.49297,-0.854442,-0.306607,-0,-1.76116,-25.2405,-9.178,1.06797,0,-43.9823,-34.4185,8.27555
CC(=O)c1cc2cccc(OC[C@@H](O)C[NH2+]C(C)C)c2o1,"ligprep_1.sdf:99",244,Done,7.75,-5.94662,"glide-grid_1",-5.94902,-0.730329,-0.576,-0,-1.64079,-25.4963,-18.2056,1.06797,-0.0641982,-55.3451,-43.702,17.2109
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,"ligprep_1.sdf:100",245,Done,9.844,-4.55216,"glide-grid_1",-4.55216,-0.679102,-0.504191,-0,-0.256387,-37.0586,-10.7478,0.60947,-0.256849,-60.5714,-47.8064,2.094
NS(=O)(=O)c1nc2ccc(O)cc2s1,"ZEC",246,Done,0.843,-5.20104,"glide-grid_1",-5.26594,-0.773629,-0.32,-0,-1.83909,-20.1097,-8.46817,0,-0.0575077,-38.2881,-28.5779,0.685785
NS(=O)(=O)c1nc2ccc([O-])cc2s1,"ZEC",247,Done,0.531,-3.30621,"glide-grid_1",-4.76691,-0.389122,-0.456,-0,-1.84597,-15.4553,-7.53229,0,-0.173212,-30.9838,-22.9875,0.10222
[NH-]S(=O)(=O)c1nc2ccc(O)cc2s1,"ZEC",248,Done,0.641,-1.84897,"glide-grid_1",-4.22137,-0.300111,-0.16,-0,-1.91438,-15.4208,-7.17223,0,0,-29.3209,-22.593,0.854598
NS(=O)(=O)c1nc2ccc(O)cc2s1,"ZEC",249,Done,0.75,-5.20104,"glide-grid_1",-5.26594,-0.773629,-0.32,-0,-1.83909,-20.1097,-8.46817,0,-0.0575077,-38.2881,-28.5779,0.685785
NS(=O)(=O)c1nc2ccc([O-])cc2s1,"ZEC",250,Done,0.594,-3.30621,"glide-grid_1",-4.76691,-0.389122,-0.456,-0,-1.84597,-15.4553,-7.53229,0,-0.173212,-30.9838,-22.9875,0.10222
[NH-]S(=O)(=O)c1nc2ccc(O)cc2s1,"ZEC",251,Done,0.797,-1.84897,"glide-grid_1",-4.22137,-0.300111,-0.16,-0,-1.91438,-15.4208,-7.17223,0,0,-29.3209,-22.593,0.854598
NS(=O)(=O)c1nc2ccc(O)cc2s1,"ZEC",252,Done,0.828,-5.20104,"glide-grid_1",-5.26594,-0.773629,-0.32,-0,-1.83909,-20.1097,-8.46817,0,-0.0575077,-38.2881,-28.5779,0.685785
NS(=O)(=O)c1nc2ccc([O-])cc2s1,"ZEC",253,Done,0.578,-3.30621,"glide-grid_1",-4.76691,-0.389122,-0.456,-0,-1.84597,-15.4553,-7.53229,0,-0.173212,-30.9838,-22.9875,0.10222
[NH-]S(=O)(=O)c1nc2ccc(O)cc2s1,"ZEC",254,Done,0.75,-1.84897,"glide-grid_1",-4.22137,-0.300111,-0.16,-0,-1.91438,-15.4208,-7.17223,0,0,-29.3209,-22.593,0.854598
NNC(=O)c1ccc(-c2ccccc2Cl)o1,"YE6",255,Done,1.031,-4.08589,"glide-grid_1",-4.08589,-0.566527,-0.226922,-0,-1.96816,-24.6748,-4.70385,0.615033,0,-36.1459,-29.3787,1.14952
NC(=[NH2+])c1ccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)cc1,"RTR",256,Done,8.265,-5.97729,"glide-grid_1",-5.97729,-0.243218,-0.0735766,-0,-0.82913,-23.8803,-24.5436,0.262154,-0.217964,-70.4648,-48.4239,5.2772
NC(=[NH2+])c1cccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)c1,"RRP",257,Done,7.532,-6.13536,"glide-grid_1",-6.13536,-0.276781,-0.121574,-0,-0.902542,-24.2141,-24.621,0.262154,-0.192755,-74.0729,-48.8352,1.46189
O=C1CSC(c2nc3ccc(O)cc3s2)=N1,"OLU",258,Done,0.672,-4.67246,"glide-grid_1",-4.72766,-0.671033,-0.32,-0,-1.70251,-26.4601,-6.1605,0.279427,-0.0664698,-41.2622,-32.6206,1.37877
O=C1CSC(c2nc3ccc([O-])cc3s2)=N1,"OLU",259,Done,0.453,-2.789,"glide-grid_1",-4.2223,-0.786021,0,-0,-2.20493,-22.9116,-2.4476,0.281366,0,-30.8731,-25.3592,0.407495
O=C1CSC(c2nc3ccc(O)cc3s2)=N1,"OLU",260,Done,0.609,-4.67246,"glide-grid_1",-4.72766,-0.671033,-0.32,-0,-1.70251,-26.4601,-6.1605,0.279427,-0.0664698,-41.2622,-32.6206,1.37877
O=C1CSC(c2nc3ccc([O-])cc3s2)=N1,"OLU",261,Done,0.469,-2.789,"glide-grid_1",-4.2223,-0.786021,0,-0,-2.20493,-22.9116,-2.4476,0.281366,0,-30.8731,-25.3592,0.407495
O=C(CN1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](F)C1)Nc1ccc(-n2ccccc2=O)cc1F,"LZG",262,Done,7.844,-4.30893,"glide-grid_1",-4.37053,-0.720029,-0.436576,-0,-0.784281,-35.0193,-7.80985,0.670614,-0.177817,-53.3613,-42.8292,3.35242
O=C(C[N@H+]1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](F)C1)Nc1ccc(-n2ccccc2=O)cc1F,"LZG",263,Done,7.781,-4.08,"glide-grid_1",-5.4513,-0.631931,-0.574761,-0,-0.718333,-33.3731,-13.995,0.467677,-0.226037,-63.1404,-47.3682,12.8808
O=C(C[N@@H+]1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](F)C1)Nc1ccc(-n2ccccc2=O)cc1F,"LZG",264,Done,8.609,-3.46856,"glide-grid_1",-4.83986,-0.810751,-0.448157,-0,-0.309225,-35.1008,-13.5415,0.66811,-0.153567,-64.6137,-48.6423,3.46689
O=C(CN1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](F)C1)Nc1ccc(-n2ccccc2=O)cc1F,"LZG",265,Done,7.984,-4.30893,"glide-grid_1",-4.37053,-0.720029,-0.436576,-0,-0.784281,-35.0193,-7.80985,0.670614,-0.177817,-53.3613,-42.8292,3.35242
O=C(C[N@H+]1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](F)C1)Nc1ccc(-n2ccccc2=O)cc1F,"LZG",266,Done,7.578,-4.08,"glide-grid_1",-5.4513,-0.631931,-0.574761,-0,-0.718333,-33.3731,-13.995,0.467677,-0.226037,-63.1404,-47.3682,12.8808
O=C(C[N@@H+]1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](F)C1)Nc1ccc(-n2ccccc2=O)cc1F,"LZG",267,Done,8.359,-3.46856,"glide-grid_1",-4.83986,-0.810751,-0.448157,-0,-0.309225,-35.1008,-13.5415,0.66811,-0.153567,-64.6137,-48.6423,3.46689
O=C(CN1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](F)C1)Nc1ccc(-n2ccccc2=O)cc1F,"LZG",268,Done,8.032,-4.30893,"glide-grid_1",-4.37053,-0.720029,-0.436576,-0,-0.784281,-35.0193,-7.80985,0.670614,-0.177817,-53.3613,-42.8292,3.35242
O=C(C[N@@H+]1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](F)C1)Nc1ccc(-n2ccccc2=O)cc1F,"LZG",269,Done,8.468,-3.46856,"glide-grid_1",-4.83986,-0.810751,-0.448157,-0,-0.309225,-35.1008,-13.5415,0.66811,-0.153567,-64.6137,-48.6423,3.46689
O=C(C[N@H+]1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](F)C1)Nc1ccc(-n2ccccc2=O)cc1F,"LZG",270,Done,7.672,-4.08,"glide-grid_1",-5.4513,-0.631931,-0.574761,-0,-0.718333,-33.3731,-13.995,0.467677,-0.226037,-63.1404,-47.3682,12.8808
N#C[C@@H](c1ccnc(NCCc2cccnc2)n1)c1nc2ccccc2s1,"JN5",271,Done,3.141,-3.97232,"glide-grid_1",-3.98762,-0.949779,-0.143295,-0,-1.00654,-36.1432,-5.18015,0.696174,0,-50.4833,-41.3233,1.12869
N#C[C@@H](c1ccnc(NCCc2ccc[nH+]c2)n1)c1nc2ccccc2s1,"JN5",272,Done,3.625,-3.50602,"glide-grid_1",-5.67822,-0.669546,-0.438092,-0,-1.38285,-33.1367,-14.1402,0.692817,-0.102685,-68.2755,-47.2769,6.87093
N#C[C@H](c1ccnc(NCCc2cccnc2)n1)c1nc2ccccc2s1,"JN5",273,Done,3.047,-4.28221,"glide-grid_1",-4.29751,-0.78717,-0.617064,-0,-0.869678,-30.4373,-7.71257,0.696174,-0.0410219,-46.544,-38.1499,4.31046
N#C[C@H](c1ccnc(NCCc2ccc[nH+]c2)n1)c1nc2ccccc2s1,"JN5",274,Done,3.359,-2.89632,"glide-grid_1",-5.06852,-0.339276,-0.367681,-0,-1.22407,-32.4057,-14.0668,0.692817,-0.1,-64.3854,-46.4726,6.77322
N#C[C@@H](c1ccnc(NCCc2cccnc2)n1)c1nc2ccccc2s1,"JN5",275,Done,3.141,-3.97232,"glide-grid_1",-3.98762,-0.949779,-0.143295,-0,-1.00654,-36.1432,-5.18015,0.696174,0,-50.4833,-41.3233,1.12869
N#C[C@@H](c1ccnc(NCCc2ccc[nH+]c2)n1)c1nc2ccccc2s1,"JN5",276,Done,3.422,-3.50602,"glide-grid_1",-5.67822,-0.669546,-0.438092,-0,-1.38285,-33.1367,-14.1402,0.692817,-0.102685,-68.2755,-47.2769,6.87093
N#C[C@H](c1ccnc(NCCc2cccnc2)n1)c1nc2ccccc2s1,"JN5",277,Done,3.031,-4.28221,"glide-grid_1",-4.29751,-0.78717,-0.617064,-0,-0.869678,-30.4373,-7.71257,0.696174,-0.0410219,-46.544,-38.1499,4.31046
N#C[C@H](c1ccnc(NCCc2ccc[nH+]c2)n1)c1nc2ccccc2s1,"JN5",278,Done,3.594,-2.89632,"glide-grid_1",-5.06852,-0.339276,-0.367681,-0,-1.22407,-32.4057,-14.0668,0.692817,-0.1,-64.3854,-46.4726,6.77322
CC(C)[NH+]1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(Cl)cc2)CC1,"IIE",279,Done,4.625,-4.89195,"glide-grid_1",-4.89775,-0.687275,-0.677018,-0,-0.911663,-25.1358,-10.7564,0.409145,-0.160684,-48.9213,-35.8922,5.62054
O=C(NO)c1ccc(C(=O)N2CCn3c(-c4ccccc4)cnc3C2)s1,"HA3",280,Done,6.344,-3.91385,"glide-grid_1",-4.20435,-0.506401,-0.304,-0,-1.44049,-29.5666,-7.8516,0.709867,-0.00725659,-44.4864,-37.4182,6.42473
O=C(NO)c1ccc(C(=O)N2CCn3c(-c4ccccc4)c[nH+]c3C2)s1,"HA3",281,Done,7.781,-4.15264,"glide-grid_1",-4.80834,-0.303682,-0.32,-0,-1.29963,-27.3984,-12.8804,0.70641,-0.289466,-51.5722,-40.2788,10.7224
O=C(N[O-])c1ccc(C(=O)N2CCn3c(-c4ccccc4)cnc3C2)s1,"HA3",282,Done,3.563,-1.19738,"glide-grid_1",-3.15208,-0.546953,-0.2,-0,-1.11589,-21.8735,-4.05766,0.57068,-0.15759,-33.0006,-25.9312,1.89662
O=C(N[O-])c1ccc(C(=O)N2CCn3c(-c4ccccc4)c[nH+]c3C2)s1,"HA3",283,Done,3.609,-1.21074,"glide-grid_1",-3.53064,-0.156702,-0.273433,-0,-0.991756,-19.5511,-9.67805,0.567894,-0.247378,-36.022,-29.2292,9.40678
O=C(NO)c1ccc(C(=O)N2CCn3c(-c4ccccc4)cnc3C2)s1,"HA3",284,Done,6.359,-3.91385,"glide-grid_1",-4.20435,-0.506401,-0.304,-0,-1.44049,-29.5666,-7.8516,0.709867,-0.00725659,-44.4864,-37.4182,6.42473
O=C(NO)c1ccc(C(=O)N2CCn3c(-c4ccccc4)c[nH+]c3C2)s1,"HA3",285,Done,7.704,-4.15264,"glide-grid_1",-4.80834,-0.303682,-0.32,-0,-1.29963,-27.3984,-12.8804,0.70641,-0.289466,-51.5722,-40.2788,10.7224
O=C(N[O-])c1ccc(C(=O)N2CCn3c(-c4ccccc4)cnc3C2)s1,"HA3",286,Done,3.718,-1.19738,"glide-grid_1",-3.15208,-0.546953,-0.2,-0,-1.11589,-21.8735,-4.05766,0.57068,-0.15759,-33.0006,-25.9312,1.89662
O=C(N[O-])c1ccc(C(=O)N2CCn3c(-c4ccccc4)c[nH+]c3C2)s1,"HA3",287,Done,3.782,-1.21074,"glide-grid_1",-3.53064,-0.156702,-0.273433,-0,-0.991756,-19.5511,-9.67805,0.567894,-0.247378,-36.022,-29.2292,9.40678
O=C(NO)c1ccc(C(=O)N2CCn3c(-c4ccccc4)cnc3C2)s1,"HA3",288,Done,6.391,-3.91385,"glide-grid_1",-4.20435,-0.506401,-0.304,-0,-1.44049,-29.5666,-7.8516,0.709867,-0.00725659,-44.4864,-37.4182,6.42473
O=C(NO)c1ccc(C(=O)N2CCn3c(-c4ccccc4)c[nH+]c3C2)s1,"HA3",289,Done,7.64,-4.15264,"glide-grid_1",-4.80834,-0.303682,-0.32,-0,-1.29963,-27.3984,-12.8804,0.70641,-0.289466,-51.5722,-40.2788,10.7224
O=C(N[O-])c1ccc(C(=O)N2CCn3c(-c4ccccc4)cnc3C2)s1,"HA3",290,Done,3.531,-1.19738,"glide-grid_1",-3.15208,-0.546953,-0.2,-0,-1.11589,-21.8735,-4.05766,0.57068,-0.15759,-33.0006,-25.9312,1.89662
O=C(N[O-])c1ccc(C(=O)N2CCn3c(-c4ccccc4)c[nH+]c3C2)s1,"HA3",291,Done,3.703,-1.21074,"glide-grid_1",-3.53064,-0.156702,-0.273433,-0,-0.991756,-19.5511,-9.67805,0.567894,-0.247378,-36.022,-29.2292,9.40678
O=C(NO)c1ccc(C(=O)N2CCn3c(-c4ccccc4)cnc3C2)s1,"HA3",292,Done,6.36,-3.91385,"glide-grid_1",-4.20435,-0.506401,-0.304,-0,-1.44049,-29.5666,-7.8516,0.709867,-0.00725659,-44.4864,-37.4182,6.42473
O=C(NO)c1ccc(C(=O)N2CCn3c(-c4ccccc4)c[nH+]c3C2)s1,"HA3",293,Done,7.453,-4.15264,"glide-grid_1",-4.80834,-0.303682,-0.32,-0,-1.29963,-27.3984,-12.8804,0.70641,-0.289466,-51.5722,-40.2788,10.7224
O=C(N[O-])c1ccc(C(=O)N2CCn3c(-c4ccccc4)cnc3C2)s1,"HA3",294,Done,3.484,-1.19738,"glide-grid_1",-3.15208,-0.546953,-0.2,-0,-1.11589,-21.8735,-4.05766,0.57068,-0.15759,-33.0006,-25.9312,1.89662
O=C(N[O-])c1ccc(C(=O)N2CCn3c(-c4ccccc4)c[nH+]c3C2)s1,"HA3",295,Done,3.719,-1.21074,"glide-grid_1",-3.53064,-0.156702,-0.273433,-0,-0.991756,-19.5511,-9.67805,0.567894,-0.247378,-36.022,-29.2292,9.40678
N#CCC1C=CC(=Nc2nc(Nc3cc(C4CC4)[nH]n3)c3ccccc3n2)C=C1,"ligprep_1.sdf:118",296,Done,5.938,-5.39268,"glide-grid_1",-5.49418,-1.41359,-0.556762,-0,-0.80841,-28.7942,-11.949,0.667086,-0.150442,-53.5564,-40.7432,2.50129
N#CCC1C=CC(=Nc2nc(Nc3cc(C4CC4)n[nH]3)c3ccccc3n2)C=C1,"ligprep_1.sdf:118",297,Done,4.765,-2.55192,"glide-grid_1",-3.64742,-0.871099,-0.24981,-0,-0.995016,-31.6248,-4.01438,0.667086,-0.015183,-39.3567,-35.6392,8.70808
N#CCC1C=CC(=Nc2nc(Nc3cc(C4CC4)[nH]n3)c3ccccc3n2)C=C1,"ligprep_1.sdf:118",298,Done,5.938,-5.39268,"glide-grid_1",-5.49418,-1.41359,-0.556762,-0,-0.80841,-28.7942,-11.949,0.667086,-0.150442,-53.5564,-40.7432,2.50129
N#CCC1C=CC(=Nc2nc(Nc3cc(C4CC4)n[nH]3)c3ccccc3n2)C=C1,"ligprep_1.sdf:118",299,Done,4.578,-2.55192,"glide-grid_1",-3.64742,-0.871099,-0.24981,-0,-0.995016,-31.6248,-4.01438,0.667086,-0.015183,-39.3567,-35.6392,8.70808
O=C(NNS(=O)(=O)c1ccccc1C(F)(F)F)c1cc2cc(Cl)ccc2o1,"CBC",300,Done,2.407,-4.88539,"glide-grid_1",-5.08119,-0.753025,-0.32,-0,-0.740566,-31.8202,-12.8126,0.451092,-0.205791,-56.6582,-44.6328,3.72123
O=C(N[N-]S(=O)(=O)c1ccccc1C(F)(F)F)c1cc2cc(Cl)ccc2o1,"CBC",301,Done,1.937,-2.95919,"glide-grid_1",-3.71049,-0.60569,-0.189708,-0,-1.1746,-38.2093,-1.80385,0.453061,-0.012516,-47.6294,-40.0132,0.408343
O=C(NNS(=O)(=O)c1ccccc1C(F)(F)F)c1cc2cc(Cl)ccc2o1,"CBC",302,Done,2.469,-4.88539,"glide-grid_1",-5.08119,-0.753025,-0.32,-0,-0.740566,-31.8202,-12.8126,0.451092,-0.205791,-56.6582,-44.6328,3.72123
O=C(N[N-]S(=O)(=O)c1ccccc1C(F)(F)F)c1cc2cc(Cl)ccc2o1,"CBC",303,Done,1.812,-2.95919,"glide-grid_1",-3.71049,-0.60569,-0.189708,-0,-1.1746,-38.2093,-1.80385,0.453061,-0.012516,-47.6294,-40.0132,0.408343
O=S(=O)([N-]c1nc2cc(Cl)ccc2o1)c1cc(Cl)ccc1Cl,"A37",304,Done,0.844,-3.69987,"glide-grid_1",-3.70917,-1.58048,0,-0,-0.899582,-32.4999,-0.0502436,0.409455,-0.00602676,-36.017,-32.5502,6.95451
O=S(=O)([N-]c1nc2cc(Cl)ccc2o1)c1cc(Cl)ccc1Cl,"A37",305,Done,0.922,-2.99104,"glide-grid_1",-3.00034,-0.350242,0,-0,-0.841211,-25.9311,-5.78668,0.409455,-0.0537781,-36.0821,-31.7178,2.53743
